PO #,Class Description
38372,Tiling Work
45965,Tiling Work
35376,Tiling Work
45353,Plaster Work Sundries
27557,Plaster Work Sundries
37990,Paint Material
38088,Paint Material
31121,Paint Material
33127,Paint Material
45417,Paint Material
38251,Paint Material
48162,Paint Material
51729,Paint Material
45532,Paint Material
48299,Paint Material
51572,Paint Material
59872,Painting
52337,Painting
51614,Painting
51827,Paint Material
51934,Painting Sundries
25388,Painting Sundries
51517,Painting Sundries
51746,Painting Sundries
33153,Painting Sundries
39539,Painting Sundries
45306,Painting Sundries
59225,Paint Material
52047,Finishing Sundries
51378,Finishing Sundries
34368,Finishing Sundries
35587,Finishing Sundries
45479,Finishing Sundries
28001,Finishing Sundries
28135,Finishing Sundries
33154,Finishing Sundries
51406,Finishing Sundries
51955,Finishing Sundries
59568,Finishing Sundries
25727,Ceramic & Porcelain
45358,Ceramic & Porcelain
26488,Granite & Marble
40598,Granite & Marble
62537,Gypsum Work
55662,Site Consumables
37978,Site Consumables
59403,Site Consumables
37989,Painting Sundries
26939,Site Consumables
26590,Site Consumables
38150,Site Consumables
26982,Site Consumables
37752,Site Consumables
38218,Site Consumables
25054,Site Consumables
25281,Site Consumables
25391,Site Consumables
51446,Site Consumables
26686,Site Consumables
25471,Site Consumables
25518,Site Consumables
52099,Site Consumables
38571,Site Consumables
29558,Site Consumables
45744,Site Consumables
48156,Site Consumables
38107,Gypsum
28658,Gypsum
59378,Gypsum Work
38134,Joinery
27501,Joinery
59268,Joinery
32987,Joinery
27504,Metal Works
51487,Metal Works
57004,Metal Works
32459,Furniture / Equipments
40722,Internal Work
27344,Painting Works
59227,Flooring
59294,Flooring
32073,Electrical Works
32072,Signages
38374,Painting Work
51801,Painting Work
52258,Painting Work
33654,Painting Work
40009,Painting Work
45966,Painting Work
30520,Tiling Work
38372,Tiling Work
45965,Tiling Work
51378,Plaster Work Sundries
31121,Paint Material
45417,Paint Material
37990,Paint Material
48162,Paint Material
59745,Paint Material
52337,Painting
51827,Paint Material
25054,Painting Sundries
25388,Painting Sundries
51517,Painting Sundries
51746,Painting Sundries
52134,Painting Sundries
33153,Painting Sundries
51934,Painting Sundries
59225,Paint Material
45479,Finishing Sundries
25518,Finishing Sundries
29651,Finishing Sundries
33154,Finishing Sundries
35587,Finishing Sundries
28001,Finishing Sundries
38218,Finishing Sundries
26488,Granite & Marble
40598,Granite & Marble
37978,Site Consumables
59568,Site Consumables
38251,Painting Sundries
57330,Site Consumables
59772,Site Consumables
38150,Site Consumables
39539,Site Consumables
26686,Site Consumables
59379,Site Consumables
28628,Site Consumables
26982,Site Consumables
51955,Paint Material
26590,Site Consumables
60029,Site Consumables
25391,Site Consumables
51406,Site Consumables
62453,Site Consumables
25281,Tools & Parts
34368,Painting Sundries
28658,Gypsum
59378,Gypsum Work
38134,Joinery
27501,Joinery
59268,Joinery
32987,Joinery
27504,Metal Works
51487,Metal Works
57004,Metal Works
59227,Internal Work
40722,Internal Work
59294,Flooring
32073,Electrical Works
38374,Painting Work
51801,Painting Work
52258,Painting Work
33654,Painting Work
40009,Painting Work
45966,Painting Work
38372,Tiling Work
29651,Plaster Work Sundries
63614,Site Consumables
45417,Paint Material
51934,Paint Material
51729,Paint Material
25281,Painting
60029,Paint Material
51827,Paint Material
31121,Painting Sundries
51517,Painting Sundries
38150,Painting Sundries
25518,Painting Sundries
25054,Painting Sundries
34368,Painting Sundries
59745,Painting Sundries
28628,Finishing Sundries
59568,Finishing Sundries
45479,Finishing Sundries
45532,Finishing Sundries
51378,Finishing Sundries
26488,Granite & Marble
40598,Granite & Marble
38438,Site Consumables
26982,Site Consumables
38571,Site Consumables
28001,Site Consumables
59403,Site Consumables
59772,Site Consumables
57330,Site Consumables
26696,Site Consumables
45744,Site Consumables
51446,Site Consumables
51406,Site Consumables
28269,Site Consumables
38218,Tools & Parts
28658,Gypsum
59378,Gypsum
38134,Joinery
27501,Joinery
32987,Joinery
59268,Joinery
27504,Metal Works
51487,Metal Works
59227,Internal Work
59294,Flooring
32073,Electrical Works
38374,Painting Work
51801,Painting Work
52258,Painting Work
33654,Painting Work
40009,Painting Work
45966,Painting Work
38372,Tiling Work
37978,Plaster Work Sundries
39539,Paint Material
45417,Paint Material
51934,Paint Material
45479,Paint Material
59403,Paint Material
60029,Paint Material
51827,Paint Material
38150,Painting Sundries
31121,Painting Sundries
51517,Painting Sundries
59745,Finishing Sundries
59872,Finishing Sundries
40598,Granite & Marble
62419,Site Consumables
28001,Site Consumables
63614,Site Consumables
45744,Painting Sundries
59675,Site Consumables
38620,Site Consumables
26696,Site Consumables
60733,Site Consumables
51654,Site Consumables
38438,Site Consumables
26982,Site Consumables
51406,Site Consumables
62537,Site Consumables
45306,Site Consumables
38218,Site Consumables
29651,Tools & Parts
28658,Gypsum
38134,Joinery
27501,Joinery
59268,Joinery
32987,Joinery
27504,Metal Works
51487,Metal Works
59294,Flooring
38374,Painting Work
51801,Painting Work
52258,Painting Work
40009,Painting Work
45966,Painting Work
51827,Paint Material
45417,Paint Material
31121,Painting Sundries
51517,Painting Sundries
45744,Painting Sundries
60029,Painting Sundries
51378,Finishing Sundries
45479,Finishing Sundries
28135,Finishing Sundries
29651,Finishing Sundries
51934,Finishing Sundries
59745,Finishing Sundries
40598,Granite & Marble
59403,Site Consumables
38438,Site Consumables
59568,Site Consumables
26696,Site Consumables
37978,Site Consumables
26982,Site Consumables
60549,Site Consumables
60733,Site Consumables
25054,Site Consumables
25518,Site Consumables
39539,Site Consumables
59230,Site Consumables
59772,Site Consumables
38620,Tools & Parts
38150,Painting Sundries
28658,Gypsum
38134,Joinery
27501,Joinery
32987,Joinery
51487,Metal Works
59294,Flooring
38374,Painting Work
51801,Painting Work
52258,Painting Work
40009,Painting Work
45966,Painting Work
37978,Plaster Work Sundries
60549,Plaster Work Sundries
25054,Paint Material
45417,Painting
60029,Painting Sundries
31121,Painting Sundries
51517,Painting Sundries
59568,Painting Sundries
45744,Painting Sundries
59872,Painting Sundries
28135,Finishing Sundries
51378,Finishing Sundries
59745,Ceramic & Porcelain
40598,Granite & Marble
26982,Site Consumables
26696,Site Consumables
59379,Site Consumables
37752,Site Consumables
38150,Site Consumables
39539,Site Consumables
25281,Site Consumables
45306,Site Consumables
59772,Site Consumables
28658,Gypsum
38134,Joinery
27501,Joinery
32987,Joinery
51487,Metal Works
59294,Flooring
38374,Painting Work
51801,Painting Work
52258,Painting Work
40009,Painting Work
45966,Painting Work
59403,Plaster Work Sundries
38438,Plaster Work Sundries
39539,Painting
28135,Painting
45744,Painting Sundries
31121,Painting Sundries
51517,Painting Sundries
60549,Painting Sundries
28269,Finishing Sundries
28001,Finishing Sundries
37752,Site Consumables
45306,Site Consumables
59872,Site Consumables
37978,Site Consumables
59379,Site Consumables
26982,Tools & Parts
38218,Painting Sundries
28658,Gypsum
38134,Joinery
27501,Joinery
32987,Joinery
51487,Metal Works
38374,Painting Work
51801,Painting Work
52258,Painting Work
40009,Painting Work
45966,Painting Work
37978,Plaster Work Sundries
28135,Painting Sundries
31121,Painting Sundries
51517,Painting Sundries
45744,Painting Sundries
28269,Finishing Sundries
34368,Ceramic & Porcelain
28001,Site Consumables
39539,Site Consumables
37752,Site Consumables
38251,Site Consumables
59872,Site Consumables
59403,Tools & Parts
38218,Painting Sundries
27501,Joinery
32987,Joinery
51487,Metal Works
38374,Painting Work
45966,Painting Work
45306,Plaster Work Sundries
28135,Painting
51517,Paint Material
31121,Painting Sundries
28269,Finishing Sundries
59872,Finishing Sundries
38218,Finishing Sundries
38251,Site Consumables
28001,Site Consumables
37752,Site Consumables
38438,Tools & Parts
34368,Finishing Sundries
27501,Joinery
32987,Joinery
51487,Metal Works
51801,Painting Work
45966,Painting Work
51378,Paint Material
45744,Painting Sundries
28135,Painting Sundries
34368,Finishing Sundries
59403,Finishing Sundries
25663,Site Consumables
28001,Site Consumables
31121,Site Consumables
26982,Site Consumables
59872,Site Consumables
51487,Metal Works
45966,Painting Work
28001,Plaster Work Sundries
45744,Painting Sundries
26982,Site Consumables
28135,Site Consumables
62537,Site Consumables
51487,Metal Works
45966,Painting Work
45744,Plaster Work Sundries
31121,Painting Sundries
38251,Painting Sundries
51378,Epoxy
25663,Site Consumables
28001,Site Consumables
62537,Site Consumables
59772,Site Consumables
26982,Tools & Parts
51487,Metal Works
45966,Painting Work
45744,Paint Material
25663,Paint Material
59872,Site Consumables
62537,Site Consumables
59379,Site Consumables
51487,Metal Works
45966,Painting Work
62537,Paint Material
25616,Site Consumables
51378,Painting Sundries
27382,Site Consumables
28001,Site Consumables
45744,Site Consumables
25663,Site Consumables
26982,Tools & Parts
51487,Metal Works
45966,Painting Work
28001,Plaster Work Sundries
25663,Painting Sundries
51378,Painting Sundries
25616,Site Consumables
27382,Site Consumables
62419,Site Consumables
51487,Metal Works
45966,Painting Work
25663,Painting Sundries
51378,Painting Sundries
62419,Site Consumables
27382,Site Consumables
26982,Site Consumables
28001,Site Consumables
25616,Site Consumables
51487,Metal Works
45966,Painting Work
45744,Plaster Work Sundries
62419,Site Consumables
27382,Site Consumables
51378,Site Consumables
38438,Paint Material
28001,Site Consumables
62537,Tools & Parts
38438,Painting Sundries
62419,Site Consumables
51378,Site Consumables
27382,Site Consumables
27382,Site Consumables
51378,Site Consumables
51378,Paint Material
51378,Site Consumables
38438,Paint Material
29046,Site Consumables
51378,Site Consumables
51378,Painting Sundries
28001,Site Consumables
29046,Site Consumables
51378,Paint Material
29046,Site Consumables
28001,Site Consumables
28001,Site Consumables
29046,Site Consumables
29046,Site Consumables
28001,Site Consumables
28001,Site Consumables
28001,Site Consumables
28001,Site Consumables
28001,Site Consumables
28729,Site Consumables
28729,Site Consumables
28729,Site Consumables
28729,Site Consumables
28729,Site Consumables
28729,Site Consumables
28729,Site Consumables
28729,Site Consumables
28729,Site Consumables
28729,Site Consumables
28729,Site Consumables
28729,Site Consumables
28729,Site Consumables
28729,Site Consumables
28729,Site Consumables
28729,Site Consumables
28729,Site Consumables
28729,Site Consumables
28729,Site Consumables
28729,Tools & Parts
28729,Electrical Sundries
63706,Electrical Sundries
25616,Electrical Sundries
38620,Electrical Sundries
29046,Electrical Sundries
29558,Electrical Sundries
59533,Electrical Sundries
38318,Electrical Sundries
28272,Electrical Sundries
38178,Electrical Sundries
38711,Electrical Sundries
51842,Electrical Sundries
60733,Electrical Sundries
52789,Electrical Sundries
62265,Electrical Sundries
60536,Electrical Sundries
61030,Electrical Sundries
38130,Switchgear
38690,Electrical Sundries
55115,Switchgear
29431,Light Fittings
60025,Light Fittings
27861,Light Fittings
28089,Electrical Sundries
28114,Electrical Sundries
59560,Light Fittings
28000,Light Fittings
38532,Light Fittings
25427,Light Fittings
51969,Plumbing & Drainage Sundries
52017,Plumbing & Drainage Sundries
33241,Plumbing & Drainage Sundries
51654,Plumbing & Drainage Sundries
52126,Plumbing & Drainage Sundries
52157,Plumbing & Drainage Sundries
62419,Plumbing & Drainage Sundries
61313,Plumbing & Drainage Sundries
55662,Plumbing & Drainage Sundries
59675,Plumbing & Drainage Sundries
59379,Plumbing & Drainage Sundries
51653,Plumbing & Drainage Sundries
59249,Plumbing & Drainage Sundries
59241,Plumbing & Drainage Sundries
59772,Plumbing & Drainage Sundries
51528,Plumbing & Drainage Sundries
59240,Plumbing & Drainage Sundries
59470,Plumbing & Drainage Sundries
63614,Electrical Sundries
27733,Sanitary Ware
28109,Sanitary Ware
27463,Sanitary Ware
27394,Sanitary Ware
33040,Sanitary Ware
27382,Sanitary Ware
33349,Sanitary Ware
59231,Sanitary Ware
49081,Pumps
55589,Pumps
60608,Tanks
61258,Tanks
59524,Pipes
25081,Plumbing & Drainage
27419,Electrical Sundries
62263,Electrical Sundries
63674,MEP Material
60856,HVAC
26841,HVAC
38106,HVAC
28562,Fire Fighting
26701,Fire Alarm
27022,Fire Alarm
49886,ELV
63420,ELV
62176,ELV
49059,LPG
52032,Plumbing
53470,Plumbing
30799,Plumbing
38667,Plumbing
27088,Plumbing
33582,Drainage
51912,Elevator EscalatorConveyorBelt
51844,Elevator EscalatorConveyorBelt
27036,Elevator EscalatorConveyorBelt
45854,Elevator EscalatorConveyorBelt
27564,HVAC
62265,Electrical Sundries
28729,Electrical Sundries
25616,Electrical Sundries
29046,Electrical Sundries
59533,Electrical Sundries
28628,Electrical Sundries
63614,Electrical Sundries
60025,Electrical Sundries
38178,Electrical Sundries
38711,Electrical Sundries
59560,Electrical Sundries
59745,Electrical Sundries
60536,Electrical Sundries
63706,Electrical Sundries
62453,Electrical Sundries
38130,Switchgear
38318,Switchgear
27861,Light Fittings
25427,Light Fittings
59675,Plumbing & Drainage Sundries
51842,Plumbing & Drainage Sundries
33241,Plumbing & Drainage Sundries
52017,Plumbing & Drainage Sundries
52157,Plumbing & Drainage Sundries
62419,Plumbing & Drainage Sundries
61313,Plumbing & Drainage Sundries
59379,Plumbing & Drainage Sundries
52789,Plumbing & Drainage Sundries
59241,Plumbing & Drainage Sundries
59240,Plumbing & Drainage Sundries
59772,Plumbing & Drainage Sundries
51654,Plumbing & Drainage Sundries
59230,Plumbing & Drainage Sundries
60733,Plumbing & Drainage Sundries
49081,Plumbing & Drainage Sundries
51969,Plumbing & Drainage Sundries
38620,Electrical Sundries
28082,Sanitary Ware
51653,Sanitary Ware
33040,Sanitary Ware
38438,Sanitary Ware
27382,Sanitary Ware
33349,Sanitary Ware
27419,Electrical Sundries
26841,HVAC
38106,HVAC
27022,Fire Alarm
